year,month,day,order_seq,country,session,category,model,color,location,photography,price,price_ind,page,event_time,so_key
2008,4,1,8,38,52,4,P16,7,6,1,33,2,1,1207008347000,52-8
2008,4,1,9,38,52,4,P1,3,1,1,38,1,1,1207008348000,52-9
2008,4,1,1,9,53,1,A13,1,5,1,28,2,1,1207008349000,53-1
2008,4,1,2,9,53,1,A2,3,1,1,43,2,1,1207008350000,53-2
2008,4,1,3,9,53,1,A5,3,2,1,43,2,1,1207008351000,53-3
2008,4,1,1,29,54,4,P4,4,2,1,38,1,1,1207008352000,54-1
2008,4,1,2,29,54,4,P6,2,2,1,43,1,1,1207008353000,54-2
2008,4,1,3,29,54,4,P17,2,6,2,38,1,1,1207008354000,54-3
2008,4,1,4,29,54,4,P10,4,4,2,65,1,1,1207008355000,54-4
2008,4,1,1,29,55,4,P11,4,4,2,38,1,1,1207008356000,55-1
2008,4,1,2,29,55,4,P16,7,6,1,33,2,1,1207008357000,55-2
2008,4,1,3,29,55,4,P15,4,5,2,38,1,1,1207008358000,55-3
2008,4,1,4,29,55,4,P15,4,5,2,38,1,1,1207008359000,55-4
2008,4,1,5,29,55,3,C1,4,1,2,28,2,1,1207008360000,55-5
2008,4,1,6,29,55,3,C13,9,5,1,48,1,1,1207008361000,55-6
2008,4,1,7,29,55,3,C13,9,5,1,48,1,1,1207008362000,55-7
2008,4,1,8,29,55,3,C17,14,6,1,48,1,1,1207008363000,55-8
2008,4,1,1,29,56,1,A14,3,5,1,60,1,1,1207008364000,56-1
2008,4,1,2,29,56,1,A15,14,5,2,33,2,1,1207008365000,56-2
2008,4,1,3,29,56,1,A24,2,2,1,48,1,2,1207008366000,56-3
2008,4,1,4,29,56,1,A35,14,6,2,33,2,2,1207008367000,56-4
2008,4,1,5,29,56,2,B4,10,2,1,52,1,1,1207008368000,56-5
2008,4,1,6,29,56,2,B1,4,1,1,57,1,1,1207008369000,56-6
2008,4,1,7,29,56,2,B32,6,5,1,38,2,2,1207008370000,56-7
2008,4,1,8,29,56,3,C14,9,5,1,23,2,1,1207008371000,56-8
2008,4,1,9,29,56,4,P20,7,1,1,23,2,2,1207008372000,56-9
2008,4,1,1,41,57,4,P40,4,2,1,43,1,3,1207008373000,57-1
2008,4,1,2,41,57,4,P51,9,5,1,28,2,3,1207008374000,57-2
2008,4,1,3,41,57,4,P61,1,3,2,28,2,4,1207008375000,57-3
2008,4,1,1,29,58,4,P4,4,2,1,38,1,1,1207008376000,58-1
2008,4,1,2,29,58,4,P25,2,3,2,43,1,2,1207008377000,58-2
2008,4,1,3,29,58,1,A7,3,3,1,43,2,1,1207008378000,58-3
2008,4,1,4,29,58,1,A11,3,4,1,62,1,1,1207008379000,58-4
2008,4,1,5,29,58,1,A9,3,3,1,82,1,1,1207008380000,58-5
2008,4,1,6,29,58,1,A23,6,2,2,33,2,2,1207008381000,58-6
2008,4,1,1,24,59,3,C44,14,3,1,55,1,3,1207008382000,59-1
2008,4,1,2,24,59,3,C45,11,3,1,55,1,3,1207008383000,59-2
2008,4,1,1,21,60,3,C17,14,6,1,48,1,1,1207008384000,60-1
2008,4,1,2,21,60,1,A15,14,5,2,33,2,1,1207008385000,60-2
2008,4,1,3,21,60,1,A4,3,2,2,38,2,1,1207008386000,60-3
2008,4,1,4,21,60,2,B4,10,2,1,52,1,1,1207008387000,60-4
2008,4,1,5,21,60,2,B1,4,1,1,57,1,1,1207008388000,60-5
2008,4,1,6,21,60,2,B1,4,1,1,57,1,1,1207008389000,60-6
2008,4,1,1,24,61,1,A15,14,5,2,33,2,1,1207008390000,61-1
2008,4,1,2,24,61,2,B1,4,1,1,57,1,1,1207008391000,61-2
2008,4,1,3,24,61,2,B10,2,4,1,67,1,1,1207008392000,61-3
2008,4,1,4,24,61,2,B12,2,4,1,38,2,1,1207008393000,61-4
2008,4,1,5,24,61,2,B15,9,5,1,38,2,1,1207008394000,61-5
2008,4,1,6,24,61,2,B24,11,2,1,57,1,2,1207008395000,61-6
2008,4,1,1,31,62,1,A6,3,2,1,43,2,1,1207008396000,62-1
2008,4,1,1,9,63,3,C13,9,5,1,48,1,1,1207008397000,63-1
2008,4,1,2,9,63,3,C1,4,1,2,28,2,1,1207008398000,63-2
2008,4,1,3,9,63,3,C5,11,2,1,48,1,1,1207008399000,63-3
2008,4,1,4,9,63,3,C14,9,5,1,23,2,1,1207008400000,63-4
2008,4,1,5,9,63,3,C18,9,6,1,48,1,1,1207008401000,63-5
2008,4,1,1,24,64,2,B10,2,4,1,67,1,1,1207008402000,64-1
2008,4,1,2,24,64,2,B11,2,4,1,43,2,1,1207008403000,64-2
2008,4,1,3,24,64,2,B12,2,4,1,38,2,1,1207008404000,64-3
2008,4,1,4,24,64,2,B13,12,5,2,62,1,1,1207008405000,64-4
2008,4,1,5,24,64,2,B14,2,5,1,62,1,1,1207008406000,64-5
2008,4,1,6,24,64,2,B13,12,5,2,62,1,1,1207008407000,64-6
2008,4,1,7,24,64,2,B10,2,4,1,67,1,1,1207008408000,64-7
2008,4,1,8,24,64,2,B20,8,1,1,43,2,2,1207008409000,64-8
2008,4,1,9,24,64,2,B21,12,1,1,67,1,2,1207008410000,64-9
2008,4,1,10,24,64,2,B22,2,2,1,67,1,2,1207008411000,64-10
2008,4,1,11,24,64,2,B27,2,3,1,57,1,2,1207008412000,64-11
2008,4,1,12,24,64,2,B30,9,4,1,57,1,2,1207008413000,64-12
2008,4,1,13,24,64,2,B12,2,4,1,38,2,1,1207008414000,64-13
2008,4,1,14,24,64,2,B10,2,4,1,67,1,1,1207008415000,64-14
2008,4,1,1,24,65,1,A13,1,5,1,28,2,1,1207008416000,65-1
2008,4,1,2,24,65,1,A21,1,1,1,62,1,2,1207008417000,65-2
2008,4,1,3,24,65,1,A14,3,5,1,60,1,1,1207008418000,65-3
2008,4,1,4,24,65,1,A16,1,6,1,33,2,1,1207008419000,65-4
2008,4,1,1,24,66,2,B15,9,5,1,38,2,1,1207008420000,66-1
2008,4,1,2,24,66,1,A4,3,2,2,38,2,1,1207008421000,66-2
2008,4,1,3,24,66,1,A28,1,4,2,43,2,2,1207008422000,66-3
2008,4,1,1,24,67,1,A5,3,2,1,43,2,1,1207008423000,67-1
2008,4,1,2,24,67,1,A6,3,2,1,43,2,1,1207008424000,67-2
2008,4,1,3,24,67,1,A10,3,4,1,38,2,1,1207008425000,67-3
2008,4,1,4,24,67,1,A9,3,3,1,82,1,1,1207008426000,67-4
2008,4,1,5,24,67,1,A12,2,4,1,38,2,1,1207008427000,67-5
2008,4,1,6,24,67,1,A15,14,5,2,33,2,1,1207008428000,67-6
2008,4,1,7,24,67,1,A18,4,6,1,38,2,1,1207008429000,67-7
2008,4,1,8,24,67,1,A34,2,6,1,38,2,2,1207008430000,67-8
2008,4,1,9,24,67,1,A21,1,1,1,62,1,2,1207008431000,67-9
2008,4,1,10,24,67,1,A30,6,4,1,38,2,2,1207008432000,67-10
2008,4,1,11,24,67,2,B4,10,2,1,52,1,1,1207008433000,67-11
2008,4,1,12,24,67,2,B3,12,1,1,52,1,1,1207008434000,67-12
2008,4,1,13,24,67,2,B1,4,1,1,57,1,1,1207008435000,67-13
2008,4,1,14,24,67,2,B15,9,5,1,38,2,1,1207008436000,67-14
2008,4,1,15,24,67,2,B32,6,5,1,38,2,2,1207008437000,67-15
2008,4,1,16,24,67,2,B33,6,5,2,33,2,2,1207008438000,67-16
2008,4,1,17,24,67,3,C4,4,2,1,48,1,1,1207008439000,67-17
2008,4,1,18,24,67,3,C35,9,6,1,50,1,2,1207008440000,67-18
2008,4,1,19,24,67,3,C49,4,5,2,26,2,3,1207008441000,67-19
2008,4,1,20,24,67,3,C58,14,2,2,48,1,4,1207008442000,67-20
2008,4,1,21,24,67,3,C55,13,1,1,48,1,4,1207008443000,67-21
2008,4,1,1,24,68,1,A6,3,2,1,43,2,1,1207008444000,68-1
2008,4,1,2,24,68,2,B4,10,2,1,52,1,1,1207008445000,68-2
2008,4,1,1,24,69,1,A16,1,6,1,33,2,1,1207008446000,69-1
2008,4,1,2,24,69,3,C2,12,1,1,43,1,1,1207008447000,69-2
2008,4,1,3,24,69,3,C4,4,2,1,48,1,1,1207008448000,69-3
2008,4,1,4,24,69,3,C9,6,3,1,48,1,1,1207008449000,69-4
2008,4,1,5,24,69,3,C1,4,1,2,28,2,1,1207008450000,69-5
2008,4,1,6,24,69,1,A2,3,1,1,43,2,1,1207008451000,69-6
2008,4,1,7,24,69,2,B1,4,1,1,57,1,1,1207008452000,69-7
2008,4,1,8,24,69,3,C35,9,6,1,50,1,2,1207008453000,69-8
2008,4,1,9,24,69,3,C21,14,1,1,57,1,2,1207008454000,69-9
2008,4,1,10,24,69,3,C54,14,6,1,57,1,3,1207008455000,69-10
2008,4,1,11,24,69,3,C56,6,1,2,57,1,4,1207008456000,69-11
2008,4,1,12,24,69,2,B4,10,2,1,52,1,1,1207008457000,69-12
2008,4,1,1,41,70,2,B31,9,5,1,57,1,2,1207008458000,70-1
2008,4,1,2,41,70,2,B23,7,2,1,38,2,2,1207008459000,70-2
2008,4,1,3,41,70,2,B24,11,2,1,57,1,2,1207008460000,70-3
2008,4,1,1,9,71,1,A16,1,6,1,33,2,1,1207008461000,71-1
2008,4,1,1,29,72,3,C4,4,2,1,48,1,1,1207008462000,72-1
2008,4,1,1,29,73,1,A26,2,3,1,38,2,2,1207008463000,73-1
2008,4,1,1,29,74,1,A30,6,4,1,38,2,2,1207008464000,74-1
2008,4,1,2,29,74,1,A33,1,5,1,38,2,2,1207008465000,74-2
2008,4,1,3,29,74,1,A38,6,1,1,62,1,3,1207008466000,74-3
2008,4,1,4,29,74,1,A39,4,1,1,38,2,3,1207008467000,74-4
2008,4,1,5,29,74,4,P8,2,3,1,28,2,1,1207008468000,74-5
2008,4,1,6,29,74,4,P17,2,6,2,38,1,1,1207008469000,74-6
2008,4,1,7,29,74,4,P19,2,1,1,48,1,2,1207008470000,74-7
2008,4,1,1,29,75,2,B4,10,2,1,52,1,1,1207008471000,75-1
2008,4,1,1,29,76,4,P19,2,1,1,48,1,2,1207008472000,76-1
2008,4,1,2,29,76,3,C5,11,2,1,48,1,1,1207008473000,76-2
2008,4,1,3,29,76,4,P39,14,1,1,43,1,3,1207008474000,76-3
2008,4,1,4,29,76,4,P49,14,5,1,33,2,3,1207008475000,76-4
2008,4,1,5,29,76,4,P60,14,2,1,28,2,4,1207008476000,76-5
2008,4,1,6,29,76,4,P61,1,3,2,28,2,4,1207008477000,76-6
2008,4,1,7,29,76,4,P80,7,3,1,28,2,5,1207008478000,76-7
2008,4,1,8,29,76,4,P78,14,2,2,48,1,5,1207008479000,76-8
2008,4,1,9,29,76,4,P76,2,2,2,43,1,5,1207008480000,76-9
2008,4,1,10,29,76,4,P82,6,4,2,48,1,5,1207008481000,76-10
2008,4,1,11,29,76,4,P82,6,4,2,48,1,5,1207008482000,76-11
2008,4,1,12,29,76,1,A15,14,5,2,33,2,1,1207008483000,76-12
2008,4,1,13,29,76,1,A40,4,2,2,38,2,3,1207008484000,76-13
2008,4,1,14,29,76,3,C17,14,6,1,48,1,1,1207008485000,76-14
2008,4,1,15,29,76,4,P39,14,1,1,43,1,3,1207008486000,76-15
2008,4,1,1,29,77,2,B11,2,4,1,43,2,1,1207008487000,77-1
2008,4,1,2,29,77,2,B15,9,5,1,38,2,1,1207008488000,77-2
2008,4,1,3,29,77,2,B17,6,6,2,38,2,1,1207008489000,77-3
2008,4,1,4,29,77,2,B3,12,1,1,52,1,1,1207008490000,77-4
2008,4,1,5,29,77,2,B1,4,1,1,57,1,1,1207008491000,77-5
2008,4,1,6,29,77,2,B5,14,2,2,52,1,1,1207008492000,77-6
2008,4,1,1,9,78,3,C25,2,3,1,33,2,2,1207008493000,78-1
2008,4,1,1,29,79,1,A1,8,1,1,28,2,1,1207008494000,79-1
2008,4,1,2,29,79,1,A2,3,1,1,43,2,1,1207008495000,79-2
2008,4,1,3,29,79,1,A3,3,1,1,72,1,1,1207008496000,79-3
2008,4,1,4,29,79,1,A5,3,2,1,43,2,1,1207008497000,79-4
2008,4,1,5,29,79,4,P3,2,1,1,48,1,1,1207008498000,79-5
2008,4,1,6,29,79,4,P8,2,3,1,28,2,1,1207008499000,79-6
2008,4,1,7,29,79,4,P7,4,3,2,28,2,1,1207008500000,79-7
2008,4,1,8,29,79,4,P14,2,5,2,38,1,1,1207008501000,79-8
2008,4,1,9,29,79,4,P17,2,6,2,38,1,1,1207008502000,79-9
2008,4,1,10,29,79,4,P18,2,6,1,28,2,1,1207008503000,79-10
2008,4,1,11,29,79,4,P35,4,6,1,28,2,2,1207008504000,79-11
2008,4,1,12,29,79,4,P33,9,5,1,43,1,2,1207008505000,79-12
2008,4,1,1,29,80,4,P6,2,2,1,43,1,1,1207008506000,80-1
2008,4,1,2,29,80,3,C6,6,2,1,33,2,1,1207008507000,80-2
2008,4,1,3,29,80,1,A6,3,2,1,43,2,1,1207008508000,80-3
2008,4,1,1,29,81,4,P15,4,5,2,38,1,1,1207008509000,81-1
2008,4,1,2,29,81,2,B4,10,2,1,52,1,1,1207008510000,81-2
2008,4,1,3,29,81,2,B17,6,6,2,38,2,1,1207008511000,81-3
2008,4,1,4,29,81,2,B15,9,5,1,38,2,1,1207008512000,81-4
2008,4,1,5,29,81,2,B15,9,5,1,38,2,1,1207008513000,81-5
2008,4,1,6,29,81,2,B10,2,4,1,67,1,1,1207008514000,81-6
2008,4,1,7,29,81,2,B16,12,6,1,52,1,1,1207008515000,81-7
2008,4,1,8,29,81,4,P15,4,5,2,38,1,1,1207008516000,81-8
2008,4,1,1,29,82,1,A2,3,1,1,43,2,1,1207008517000,82-1
2008,4,1,2,29,82,1,A8,3,3,1,62,1,1,1207008518000,82-2
2008,4,1,3,29,82,1,A11,3,4,1,62,1,1,1207008519000,82-3
2008,4,1,4,29,82,1,A12,2,4,1,38,2,1,1207008520000,82-4
2008,4,1,5,29,82,2,B13,12,5,2,62,1,1,1207008521000,82-5
2008,4,1,6,29,82,2,B17,6,6,2,38,2,1,1207008522000,82-6
2008,4,1,7,29,82,3,C12,14,4,1,43,1,1,1207008523000,82-7
2008,4,1,8,29,82,3,C17,14,6,1,48,1,1,1207008524000,82-8
2008,4,1,9,29,82,3,C42,7,2,1,28,2,3,1207008525000,82-9
2008,4,1,10,29,82,4,P15,4,5,2,38,1,1,1207008526000,82-10
2008,4,1,1,29,83,4,P16,7,6,1,33,2,1,1207008527000,83-1
2008,4,1,2,29,83,4,P1,3,1,1,38,1,1,1207008528000,83-2
2008,4,1,3,29,83,4,P3,2,1,1,48,1,1,1207008529000,83-3
2008,4,1,4,29,83,4,P11,4,4,2,38,1,1,1207008530000,83-4
2008,4,1,5,29,83,4,P6,2,2,1,43,1,1,1207008531000,83-5
2008,4,1,6,29,83,3,C6,6,2,1,33,2,1,1207008532000,83-6
2008,4,1,7,29,83,3,C18,9,6,1,48,1,1,1207008533000,83-7
2008,4,1,8,29,83,3,C5,11,2,1,48,1,1,1207008534000,83-8
2008,4,1,9,29,83,4,P6,2,2,1,43,1,1,1207008535000,83-9
2008,4,1,1,9,84,2,B24,11,2,1,57,1,2,1207008536000,84-1
2008,4,1,2,9,84,2,B25,6,3,1,38,2,2,1207008537000,84-2
2008,4,1,3,9,84,2,B22,2,2,1,67,1,2,1207008538000,84-3
2008,4,1,4,9,84,3,C17,14,6,1,48,1,1,1207008539000,84-4
2008,4,1,1,24,85,3,C10,9,4,2,28,2,1,1207008540000,85-1
2008,4,1,1,24,86,3,C14,9,5,1,23,2,1,1207008541000,86-1
2008,4,1,2,24,86,3,C30,2,4,2,28,2,2,1207008542000,86-2
2008,4,1,3,24,86,3,C50,9,5,2,20,2,3,1207008543000,86-3
2008,4,1,4,24,86,1,A11,3,4,1,62,1,1,1207008544000,86-4
2008,4,1,5,24,86,1,A26,2,3,1,38,2,2,1207008545000,86-5
2008,4,1,6,24,86,1,A32,2,5,1,38,2,2,1207008546000,86-6
2008,4,1,7,24,86,1,A42,6,2,1,28,2,3,1207008547000,86-7
2008,4,1,8,24,86,2,B1,4,1,1,57,1,1,1207008548000,86-8
2008,4,1,9,24,86,2,B4,10,2,1,52,1,1,1207008549000,86-9
2008,4,1,10,24,86,2,B14,2,5,1,62,1,1,1207008550000,86-10
2008,4,1,11,24,86,2,B13,12,5,2,62,1,1,1207008551000,86-11
2008,4,1,12,24,86,2,B19,13,1,1,38,2,2,1207008552000,86-12
2008,4,1,13,24,86,2,B32,6,5,1,38,2,2,1207008553000,86-13
2008,4,1,14,24,86,2,B27,2,3,1,57,1,2,1207008554000,86-14
2008,4,1,1,41,87,1,A5,3,2,1,43,2,1,1207008555000,87-1
2008,4,1,2,41,87,1,A8,3,3,1,62,1,1,1207008556000,87-2
2008,4,1,3,41,87,1,A15,14,5,2,33,2,1,1207008557000,87-3
2008,4,1,4,41,87,4,P1,3,1,1,38,1,1,1207008558000,87-4
2008,4,1,1,29,88,4,P4,4,2,1,38,1,1,1207008559000,88-1
2008,4,1,2,29,88,4,P8,2,3,1,28,2,1,1207008560000,88-2
2008,4,1,3,29,88,4,P3,2,1,1,48,1,1,1207008561000,88-3
2008,4,1,4,29,88,3,C2,12,1,1,43,1,1,1207008562000,88-4
2008,4,1,5,29,88,3,C6,6,2,1,33,2,1,1207008563000,88-5
2008,4,1,6,29,88,3,C9,6,3,1,48,1,1,1207008564000,88-6
2008,4,1,1,29,89,3,C35,9,6,1,50,1,2,1207008565000,89-1
2008,4,1,1,29,90,4,P1,3,1,1,38,1,1,1207008566000,90-1
2008,4,1,1,29,91,1,A1,8,1,1,28,2,1,1207008567000,91-1
2008,4,1,2,29,91,3,C18,9,6,1,48,1,1,1207008568000,91-2
2008,4,1,3,29,91,3,C8,2,3,2,48,1,1,1207008569000,91-3
2008,4,1,4,29,91,2,B10,2,4,1,67,1,1,1207008570000,91-4
2008,4,1,5,29,91,4,P8,2,3,1,28,2,1,1207008571000,91-5
2008,4,1,1,24,92,1,A32,2,5,1,38,2,2,1207008572000,92-1
2008,4,1,1,24,93,1,A2,3,1,1,43,2,1,1207008573000,93-1
2008,4,1,1,29,94,4,P6,2,2,1,43,1,1,1207008574000,94-1
2008,4,1,2,29,94,4,P5,3,2,1,23,2,1,1207008575000,94-2
2008,4,1,3,29,94,1,A2,3,1,1,43,2,1,1207008576000,94-3
2008,4,1,4,29,94,1,A3,3,1,1,72,1,1,1207008577000,94-4
2008,4,1,5,29,94,1,A42,6,2,1,28,2,3,1207008578000,94-5
2008,4,1,6,29,94,1,A41,4,2,1,43,2,3,1207008579000,94-6
2008,4,1,7,29,94,4,P1,3,1,1,38,1,1,1207008580000,94-7
2008,4,1,8,29,94,4,P25,2,3,2,43,1,2,1207008581000,94-8
2008,4,1,9,29,94,4,P70,6,6,2,38,1,4,1207008582000,94-9
2008,4,1,10,29,94,4,P82,6,4,2,48,1,5,1207008583000,94-10
2008,4,1,11,29,94,2,B1,4,1,1,57,1,1,1207008584000,94-11
2008,4,1,12,29,94,2,B27,2,3,1,57,1,2,1207008585000,94-12
2008,4,1,13,29,94,2,B2,3,1,2,57,1,1,1207008586000,94-13
2008,4,1,1,9,95,3,C58,14,2,2,48,1,4,1207008587000,95-1
2008,4,1,2,9,95,3,C55,13,1,1,48,1,4,1207008588000,95-2
2008,4,1,1,9,96,2,B8,4,3,2,52,1,1,1207008589000,96-1
2008,4,1,2,9,96,2,B1,4,1,1,57,1,1,1207008590000,96-2
2008,4,1,3,9,96,2,B23,7,2,1,38,2,2,1207008591000,96-3
2008,4,1,4,9,96,3,C56,6,1,2,57,1,4,1207008592000,96-4
2008,4,1,5,9,96,1,A4,3,2,2,38,2,1,1207008593000,96-5
2008,4,1,1,21,97,4,P6,2,2,1,43,1,1,1207008594000,97-1
2008,4,1,1,21,98,3,C1,4,1,2,28,2,1,1207008595000,98-1
2008,4,1,1,29,99,4,P33,9,5,1,43,1,2,1207008596000,99-1
2008,4,1,2,29,99,4,P36,2,6,1,43,1,2,1207008597000,99-2
2008,4,1,3,29,99,4,P25,2,3,2,43,1,2,1207008598000,99-3
2008,4,1,4,29,99,2,B14,2,5,1,62,1,1,1207008599000,99-4
2008,4,1,5,29,99,2,B13,12,5,2,62,1,1,1207008600000,99-5
2008,4,1,6,29,99,2,B15,9,5,1,38,2,1,1207008601000,99-6
2008,4,1,7,29,99,2,B3,12,1,1,52,1,1,1207008602000,99-7
2008,4,1,8,29,99,2,B23,7,2,1,38,2,2,1207008603000,99-8
2008,4,1,9,29,99,2,B23,7,2,1,38,2,2,1207008604000,99-9
2008,4,1,1,29,100,1,A1,8,1,1,28,2,1,1207008605000,100-1
2008,4,1,2,29,100,1,A2,3,1,1,43,2,1,1207008606000,100-2
2008,4,1,3,29,100,4,P2,3,1,1,28,2,1,1207008607000,100-3
2008,4,1,4,29,100,4,P16,7,6,1,33,2,1,1207008608000,100-4
2008,4,1,5,29,100,4,P1,3,1,1,38,1,1,1207008609000,100-5
2008,4,1,6,29,100,4,P3,2,1,1,48,1,1,1207008610000,100-6
2008,4,1,7,29,100,1,A5,3,2,1,43,2,1,1207008611000,100-7
2008,4,1,8,29,100,3,C6,6,2,1,33,2,1,1207008612000,100-8
2008,4,1,9,29,100,3,C15,6,5,1,33,2,1,1207008613000,100-9
2008,4,1,10,29,100,3,C12,14,4,1,43,1,1,1207008614000,100-10
2008,4,1,11,29,100,3,C2,12,1,1,43,1,1,1207008615000,100-11
2008,4,1,12,29,100,4,P1,3,1,1,38,1,1,1207008616000,100-12
2008,4,1,1,29,101,2,B2,3,1,2,57,1,1,1207008617000,101-1
2008,4,1,1,29,102,1,A12,2,4,1,38,2,1,1207008618000,102-1
2008,4,1,2,29,102,4,P12,4,4,1,33,2,1,1207008619000,102-2
2008,4,1,3,29,102,3,C17,14,6,1,48,1,1,1207008620000,102-3
2008,4,1,4,29,102,3,C17,14,6,1,48,1,1,1207008621000,102-4
2008,4,1,1,9,103,1,A10,3,4,1,38,2,1,1207008622000,103-1
2008,4,1,2,9,103,1,A12,2,4,1,38,2,1,1207008623000,103-2
2008,4,1,3,9,103,1,A10,3,4,1,38,2,1,1207008624000,103-3
2008,4,1,4,9,103,1,A12,2,4,1,38,2,1,1207008625000,103-4
2008,4,1,1,29,104,2,B10,2,4,1,67,1,1,1207008626000,104-1
2008,4,1,2,29,104,2,B14,2,5,1,62,1,1,1207008627000,104-2
2008,4,1,3,29,104,2,B3,12,1,1,52,1,1,1207008628000,104-3
2008,4,1,1,29,105,2,B16,12,6,1,52,1,1,1207008629000,105-1
2008,4,1,2,29,105,2,B10,2,4,1,67,1,1,1207008630000,105-2
2008,4,1,1,29,106,4,P10,4,4,2,65,1,1,1207008631000,106-1
2008,4,1,2,29,106,4,P14,2,5,2,38,1,1,1207008632000,106-2
2008,4,1,1,29,107,1,A11,3,4,1,62,1,1,1207008633000,107-1
2008,4,1,2,29,107,1,A15,14,5,2,33,2,1,1207008634000,107-2
2008,4,1,3,29,107,1,A10,3,4,1,38,2,1,1207008635000,107-3
2008,4,1,4,29,107,1,A10,3,4,1,38,2,1,1207008636000,107-4
2008,4,1,5,29,107,1,A4,3,2,2,38,2,1,1207008637000,107-5
2008,4,1,6,29,107,2,B16,12,6,1,52,1,1,1207008638000,107-6
2008,4,1,7,29,107,2,B32,6,5,1,38,2,2,1207008639000,107-7
2008,4,1,8,29,107,3,C15,6,5,1,33,2,1,1207008640000,107-8
2008,4,1,9,29,107,3,C42,7,2,1,28,2,3,1207008641000,107-9
2008,4,1,10,29,107,3,C50,9,5,2,20,2,3,1207008642000,107-10
2008,4,1,11,29,107,4,P1,3,1,1,38,1,1,1207008643000,107-11
2008,4,1,12,29,107,4,P6,2,2,1,43,1,1,1207008644000,107-12
2008,4,1,13,29,107,4,P17,2,6,2,38,1,1,1207008645000,107-13
2008,4,1,14,29,107,4,P9,4,3,2,23,2,1,1207008646000,107-14
2008,4,1,15,29,107,4,P11,4,4,2,38,1,1,1207008647000,107-15
2008,4,1,16,29,107,4,P16,7,6,1,33,2,1,1207008648000,107-16
2008,4,1,17,29,107,4,P20,7,1,1,23,2,2,1207008649000,107-17
2008,4,1,18,29,107,4,P23,6,2,2,28,2,2,1207008650000,107-18
2008,4,1,19,29,107,4,P26,4,3,1,43,1,2,1207008651000,107-19
2008,4,1,20,29,107,4,P33,9,5,1,43,1,2,1207008652000,107-20
2008,4,1,21,29,107,4,P33,9,5,1,43,1,2,1207008653000,107-21
2008,4,1,22,29,107,4,P34,9,6,2,48,1,2,1207008654000,107-22
2008,4,1,23,29,107,4,P52,11,6,2,23,2,3,1207008655000,107-23
2008,4,1,24,29,107,4,P43,7,3,2,38,1,3,1207008656000,107-24
2008,4,1,25,29,107,4,P39,14,1,1,43,1,3,1207008657000,107-25
2008,4,1,26,29,107,4,P55,14,1,2,33,2,4,1207008658000,107-26
2008,4,1,27,29,107,4,P64,12,4,2,28,2,4,1207008659000,107-27
2008,4,1,1,29,108,1,A11,3,4,1,62,1,1,1207008660000,108-1
2008,4,1,2,29,108,4,P4,4,2,1,38,1,1,1207008661000,108-2
2008,4,1,3,29,108,4,P1,3,1,1,38,1,1,1207008662000,108-3
2008,4,1,4,29,108,4,P1,3,1,1,38,1,1,1207008663000,108-4
2008,4,1,5,29,108,4,P17,2,6,2,38,1,1,1207008664000,108-5
2008,4,1,6,29,108,4,P7,4,3,2,28,2,1,1207008665000,108-6
2008,4,1,1,29,109,1,A4,3,2,2,38,2,1,1207008666000,109-1
2008,4,1,2,29,109,1,A5,3,2,1,43,2,1,1207008667000,109-2
2008,4,1,3,29,109,1,A12,2,4,1,38,2,1,1207008668000,109-3
2008,4,1,4,29,109,2,B4,10,2,1,52,1,1,1207008669000,109-4
2008,4,1,5,29,109,2,B29,2,4,1,62,1,2,1207008670000,109-5
2008,4,1,1,29,110,1,A17,2,6,1,62,1,1,1207008671000,110-1
2008,4,1,2,29,110,3,C14,9,5,1,23,2,1,1207008672000,110-2
2008,4,1,3,29,110,4,P12,4,4,1,33,2,1,1207008673000,110-3
2008,4,1,4,29,110,4,P17,2,6,2,38,1,1,1207008674000,110-4
2008,4,1,5,29,110,4,P33,9,5,1,43,1,2,1207008675000,110-5
2008,4,1,6,29,110,4,P36,2,6,1,43,1,2,1207008676000,110-6
2008,4,1,7,29,110,4,P37,2,1,1,43,1,3,1207008677000,110-7
2008,4,1,8,29,110,4,P69,9,5,1,43,1,4,1207008678000,110-8
2008,4,1,1,29,111,2,B14,2,5,1,62,1,1,1207008679000,111-1
2008,4,1,1,29,112,2,B17,6,6,2,38,2,1,1207008680000,112-1
2008,4,1,2,29,112,2,B16,12,6,1,52,1,1,1207008681000,112-2
2008,4,1,3,29,112,2,B25,6,3,1,38,2,2,1207008682000,112-3
2008,4,1,4,29,112,2,B29,2,4,1,62,1,2,1207008683000,112-4
2008,4,1,5,29,112,2,B34,2,6,1,48,2,2,1207008684000,112-5
2008,4,1,6,29,112,4,P12,4,4,1,33,2,1,1207008685000,112-6
2008,4,1,7,29,112,4,P33,9,5,1,43,1,2,1207008686000,112-7
2008,4,1,8,29,112,1,A7,3,3,1,43,2,1,1207008687000,112-8
2008,4,1,1,24,113,1,A13,1,5,1,28,2,1,1207008688000,113-1
2008,4,1,2,24,113,2,B28,9,4,1,38,2,2,1207008689000,113-2
2008,4,1,3,24,113,2,B21,12,1,1,67,1,2,1207008690000,113-3
2008,4,1,4,24,113,2,B20,8,1,1,43,2,2,1207008691000,113-4
2008,4,1,5,24,113,2,B26,13,3,1,57,1,2,1207008692000,113-5
2008,4,1,6,24,113,2,B26,13,3,1,57,1,2,1207008693000,113-6
2008,4,1,7,24,113,2,B13,12,5,2,62,1,1,1207008694000,113-7
